order_id,item_id,item_name,quantity,selling_price,total_price
O02939,M010,Papdi Chaat,1,200,200
O02939,M009,Samosa Chaat,1,210,210
O02939,M011,Patiala Lassi,2,150,300
O02940,M009,Samosa Chaat,2,210,420
O02940,M015,Gulab Jamun,2,180,360
O02940,M008,Pindi Chole,1,220,220
O02941,M001,Amritsari Paratha,1,265,265
O02941,M004,Aloo Paratha,2,240,480
O02941,M013,Salted Chaas,1,70,70
O02942,M005,Gobhi Paratha,3,250,750
O02942,M013,Salted Chaas,2,70,140
O02943,M001,Amritsari Paratha,3,265,795
O02943,M009,Samosa Chaat,2,210,420
O02943,M012,Sweet Lassi,2,130,260
O02944,M010,Papdi Chaat,3,200,600
O02944,M015,Gulab Jamun,1,180,180
O02944,M007,Masaledar Sukhe Aloo,3,180,540
O02944,M012,Sweet Lassi,2,130,260
O02945,M005,Gobhi Paratha,1,250,250
O02945,M008,Pindi Chole,1,220,220
O02945,M014,Gajar Ka Halwa,2,210,420
O02946,M003,Paneer Paratha,2,260,520
O02947,M011,Patiala Lassi,3,150,450
O02947,M013,Salted Chaas,3,70,210
O02948,M005,Gobhi Paratha,1,250,250
O02948,M014,Gajar Ka Halwa,1,210,210
O02949,M006,Paneer Butter Masala,3,385,1155
O02949,M013,Salted Chaas,3,70,210
O02949,M008,Pindi Chole,3,220,660
O02949,M003,Paneer Paratha,3,260,780
O02950,M007,Masaledar Sukhe Aloo,2,180,360
O02950,M014,Gajar Ka Halwa,1,210,210
O02950,M015,Gulab Jamun,3,180,540
O02950,M006,Paneer Butter Masala,1,385,385
O02951,M014,Gajar Ka Halwa,1,210,210
O02951,M008,Pindi Chole,3,220,660
O02951,M011,Patiala Lassi,1,150,150
O02951,M001,Amritsari Paratha,1,265,265
O02952,M008,Pindi Chole,2,220,440
O02952,M014,Gajar Ka Halwa,2,210,420
O02952,M011,Patiala Lassi,2,150,300
O02952,M015,Gulab Jamun,1,180,180
O02953,M014,Gajar Ka Halwa,3,210,630
O02954,M005,Gobhi Paratha,3,250,750
O02954,M004,Aloo Paratha,1,240,240
O02954,M010,Papdi Chaat,3,200,600
O02954,M008,Pindi Chole,1,220,220
O02954,M002,All In One Paratha,3,285,855
O02955,M015,Gulab Jamun,1,180,180
O02956,M011,Patiala Lassi,1,150,150
O02956,M005,Gobhi Paratha,3,250,750
O02957,M006,Paneer Butter Masala,3,385,1155
O02957,M012,Sweet Lassi,1,130,130
O02958,M012,Sweet Lassi,1,130,130
O02958,M011,Patiala Lassi,3,150,450
O02958,M002,All In One Paratha,3,285,855
O02958,M008,Pindi Chole,1,220,220
O02959,M004,Aloo Paratha,1,240,240
O02960,M007,Masaledar Sukhe Aloo,2,180,360
O02961,M005,Gobhi Paratha,1,250,250
O02961,M007,Masaledar Sukhe Aloo,3,180,540
O02961,M012,Sweet Lassi,2,130,260
O02961,M006,Paneer Butter Masala,2,385,770
O02962,M013,Salted Chaas,3,70,210
O02962,M009,Samosa Chaat,2,210,420
O02962,M008,Pindi Chole,3,220,660
O02962,M012,Sweet Lassi,3,130,390
O02962,M011,Patiala Lassi,3,150,450
O02963,M006,Paneer Butter Masala,3,385,1155
O02963,M014,Gajar Ka Halwa,3,210,630
O02963,M009,Samosa Chaat,3,210,630
O02964,M010,Papdi Chaat,3,200,600
O02964,M012,Sweet Lassi,3,130,390
O02964,M006,Paneer Butter Masala,2,385,770
O02964,M008,Pindi Chole,1,220,220
O02965,M005,Gobhi Paratha,3,250,750
O02966,M008,Pindi Chole,3,220,660
O02967,M007,Masaledar Sukhe Aloo,3,180,540
O02967,M002,All In One Paratha,1,285,285
O02967,M011,Patiala Lassi,2,150,300
O02968,M012,Sweet Lassi,3,130,390
O02968,M003,Paneer Paratha,3,260,780
O02968,M013,Salted Chaas,2,70,140
O02968,M004,Aloo Paratha,1,240,240
O02968,M011,Patiala Lassi,1,150,150
O02969,M014,Gajar Ka Halwa,1,210,210
O02969,M011,Patiala Lassi,2,150,300
O02969,M012,Sweet Lassi,3,130,390
O02969,M013,Salted Chaas,3,70,210
O02969,M004,Aloo Paratha,2,240,480
O02970,M009,Samosa Chaat,3,210,630
O02970,M014,Gajar Ka Halwa,3,210,630
O02970,M007,Masaledar Sukhe Aloo,3,180,540
O02970,M015,Gulab Jamun,3,180,540
O02971,M003,Paneer Paratha,1,260,260
O02971,M001,Amritsari Paratha,1,265,265
O02971,M014,Gajar Ka Halwa,2,210,420
O02972,M001,Amritsari Paratha,1,265,265
O02972,M011,Patiala Lassi,2,150,300
O02972,M004,Aloo Paratha,1,240,240
O02973,M002,All In One Paratha,1,285,285
O02973,M015,Gulab Jamun,1,180,180
O02973,M005,Gobhi Paratha,3,250,750
O02974,M007,Masaledar Sukhe Aloo,1,180,180
O02974,M006,Paneer Butter Masala,2,385,770
O02974,M002,All In One Paratha,1,285,285
O02974,M004,Aloo Paratha,3,240,720
O02975,M010,Papdi Chaat,2,200,400
O02975,M006,Paneer Butter Masala,1,385,385
O02975,M008,Pindi Chole,1,220,220
O02976,M007,Masaledar Sukhe Aloo,3,180,540
O02976,M014,Gajar Ka Halwa,2,210,420
O02976,M012,Sweet Lassi,3,130,390
O02976,M002,All In One Paratha,3,285,855
O02976,M001,Amritsari Paratha,3,265,795
O02977,M013,Salted Chaas,3,70,210
O02977,M012,Sweet Lassi,2,130,260
O02978,M005,Gobhi Paratha,2,250,500
O02979,M009,Samosa Chaat,3,210,630
O02979,M007,Masaledar Sukhe Aloo,2,180,360
O02980,M002,All In One Paratha,2,285,570
O02980,M003,Paneer Paratha,2,260,520
O02980,M012,Sweet Lassi,2,130,260
O02980,M010,Papdi Chaat,2,200,400
O02981,M002,All In One Paratha,1,285,285
O02981,M011,Patiala Lassi,2,150,300
O02982,M011,Patiala Lassi,1,150,150
O02982,M006,Paneer Butter Masala,2,385,770
O02982,M007,Masaledar Sukhe Aloo,3,180,540
O02983,M014,Gajar Ka Halwa,2,210,420
O02983,M002,All In One Paratha,3,285,855
O02984,M015,Gulab Jamun,3,180,540
O02984,M011,Patiala Lassi,3,150,450
O02985,M011,Patiala Lassi,3,150,450
O02985,M005,Gobhi Paratha,3,250,750
O02986,M014,Gajar Ka Halwa,1,210,210
O02986,M010,Papdi Chaat,1,200,200
O02986,M012,Sweet Lassi,1,130,130
O02986,M006,Paneer Butter Masala,1,385,385
O02986,M004,Aloo Paratha,3,240,720
O02987,M010,Papdi Chaat,1,200,200
O02987,M001,Amritsari Paratha,1,265,265
O02987,M005,Gobhi Paratha,1,250,250
O02988,M002,All In One Paratha,1,285,285
O02988,M011,Patiala Lassi,1,150,150
O02988,M008,Pindi Chole,2,220,440
O02989,M003,Paneer Paratha,2,260,520
O02989,M004,Aloo Paratha,3,240,720
O02989,M013,Salted Chaas,1,70,70
O02990,M002,All In One Paratha,2,285,570
O02990,M004,Aloo Paratha,3,240,720
O02991,M005,Gobhi Paratha,2,250,500
O02991,M002,All In One Paratha,3,285,855
O02992,M002,All In One Paratha,2,285,570
O02992,M013,Salted Chaas,2,70,140
O02992,M009,Samosa Chaat,1,210,210
O02992,M010,Papdi Chaat,1,200,200
O02993,M013,Salted Chaas,3,70,210
O02993,M008,Pindi Chole,3,220,660
O02993,M010,Papdi Chaat,2,200,400
O02993,M011,Patiala Lassi,3,150,450
O02994,M011,Patiala Lassi,1,150,150
O02994,M010,Papdi Chaat,1,200,200
O02995,M014,Gajar Ka Halwa,1,210,210
O02996,M003,Paneer Paratha,1,260,260
O02996,M008,Pindi Chole,1,220,220
O02996,M005,Gobhi Paratha,3,250,750
O02996,M009,Samosa Chaat,2,210,420
O02997,M015,Gulab Jamun,2,180,360
O02998,M001,Amritsari Paratha,3,265,795
O02998,M012,Sweet Lassi,3,130,390
O02998,M008,Pindi Chole,2,220,440
O02999,M002,All In One Paratha,1,285,285
O02999,M004,Aloo Paratha,2,240,480
O03000,M011,Patiala Lassi,3,150,450
O03001,M010,Papdi Chaat,3,200,600
O03001,M007,Masaledar Sukhe Aloo,2,180,360
O03001,M002,All In One Paratha,3,285,855
O03002,M002,All In One Paratha,2,285,570
O03002,M010,Papdi Chaat,1,200,200
O03002,M007,Masaledar Sukhe Aloo,2,180,360
O03003,M005,Gobhi Paratha,2,250,500
O03004,M001,Amritsari Paratha,3,265,795
O03004,M007,Masaledar Sukhe Aloo,3,180,540
O03004,M006,Paneer Butter Masala,2,385,770
O03004,M012,Sweet Lassi,3,130,390
O03005,M003,Paneer Paratha,2,260,520
O03005,M014,Gajar Ka Halwa,3,210,630
O03005,M013,Salted Chaas,2,70,140
O03005,M004,Aloo Paratha,3,240,720
O03006,M008,Pindi Chole,1,220,220
O03006,M002,All In One Paratha,1,285,285
O03006,M011,Patiala Lassi,1,150,150
O03006,M015,Gulab Jamun,3,180,540
O03007,M010,Papdi Chaat,1,200,200
O03007,M004,Aloo Paratha,2,240,480
O03007,M012,Sweet Lassi,2,130,260
O03007,M011,Patiala Lassi,3,150,450
O03007,M015,Gulab Jamun,3,180,540
O03008,M001,Amritsari Paratha,3,265,795
O03008,M011,Patiala Lassi,1,150,150
O03008,M013,Salted Chaas,1,70,70
O03008,M008,Pindi Chole,1,220,220
O03009,M011,Patiala Lassi,3,150,450
O03009,M008,Pindi Chole,2,220,440
O03010,M012,Sweet Lassi,2,130,260
O03010,M005,Gobhi Paratha,2,250,500
O03011,M008,Pindi Chole,2,220,440
O03011,M009,Samosa Chaat,1,210,210
O03012,M012,Sweet Lassi,1,130,130
O03013,M010,Papdi Chaat,2,200,400
O03013,M009,Samosa Chaat,3,210,630
O03014,M007,Masaledar Sukhe Aloo,2,180,360
O03015,M015,Gulab Jamun,3,180,540
O03015,M006,Paneer Butter Masala,3,385,1155
O03015,M010,Papdi Chaat,1,200,200
O03015,M005,Gobhi Paratha,3,250,750
O03016,M007,Masaledar Sukhe Aloo,3,180,540
O03016,M009,Samosa Chaat,3,210,630
O03016,M011,Patiala Lassi,3,150,450
O03016,M012,Sweet Lassi,2,130,260
O03016,M005,Gobhi Paratha,3,250,750
O03017,M010,Papdi Chaat,3,200,600
O03017,M012,Sweet Lassi,1,130,130
O03017,M004,Aloo Paratha,1,240,240
O03018,M012,Sweet Lassi,1,130,130
O03018,M010,Papdi Chaat,1,200,200
O03019,M009,Samosa Chaat,2,210,420
O03019,M014,Gajar Ka Halwa,1,210,210
O03019,M007,Masaledar Sukhe Aloo,3,180,540
O03019,M015,Gulab Jamun,3,180,540
O03020,M008,Pindi Chole,2,220,440
O03020,M006,Paneer Butter Masala,3,385,1155
O03021,M009,Samosa Chaat,2,210,420
O03021,M006,Paneer Butter Masala,2,385,770
O03021,M013,Salted Chaas,3,70,210
O03021,M005,Gobhi Paratha,3,250,750
O03022,M015,Gulab Jamun,3,180,540
O03022,M006,Paneer Butter Masala,1,385,385
O03022,M004,Aloo Paratha,2,240,480
O03022,M001,Amritsari Paratha,3,265,795
O03023,M005,Gobhi Paratha,1,250,250
O03023,M004,Aloo Paratha,1,240,240
O03023,M001,Amritsari Paratha,1,265,265
O03023,M009,Samosa Chaat,1,210,210
O03024,M006,Paneer Butter Masala,2,385,770
O03024,M008,Pindi Chole,1,220,220
O03025,M002,All In One Paratha,2,285,570
O03025,M003,Paneer Paratha,2,260,520
O03025,M014,Gajar Ka Halwa,2,210,420
O03026,M012,Sweet Lassi,2,130,260
O03026,M013,Salted Chaas,3,70,210
O03027,M010,Papdi Chaat,2,200,400
O03028,M006,Paneer Butter Masala,3,385,1155
O03028,M012,Sweet Lassi,2,130,260
O03028,M011,Patiala Lassi,1,150,150
O03029,M005,Gobhi Paratha,3,250,750
O03030,M011,Patiala Lassi,2,150,300
O03030,M007,Masaledar Sukhe Aloo,1,180,180
O03031,M013,Salted Chaas,2,70,140
O03031,M011,Patiala Lassi,2,150,300
O03032,M007,Masaledar Sukhe Aloo,1,180,180
O03032,M001,Amritsari Paratha,3,265,795
O03032,M004,Aloo Paratha,3,240,720
O03032,M009,Samosa Chaat,1,210,210
O03033,M002,All In One Paratha,2,285,570
O03033,M001,Amritsari Paratha,2,265,530
O03033,M014,Gajar Ka Halwa,3,210,630
O03033,M003,Paneer Paratha,3,260,780
O03034,M011,Patiala Lassi,3,150,450
O03034,M013,Salted Chaas,2,70,140
O03034,M007,Masaledar Sukhe Aloo,3,180,540
O03034,M005,Gobhi Paratha,3,250,750
O03034,M002,All In One Paratha,1,285,285
O03035,M010,Papdi Chaat,3,200,600
O03035,M014,Gajar Ka Halwa,1,210,210
O03035,M007,Masaledar Sukhe Aloo,3,180,540
O03035,M015,Gulab Jamun,3,180,540
O03035,M008,Pindi Chole,1,220,220
O03036,M013,Salted Chaas,3,70,210
O03036,M004,Aloo Paratha,1,240,240
O03036,M014,Gajar Ka Halwa,3,210,630
O03036,M009,Samosa Chaat,2,210,420
O03036,M015,Gulab Jamun,2,180,360
O03037,M009,Samosa Chaat,3,210,630
O03037,M004,Aloo Paratha,3,240,720
O03037,M015,Gulab Jamun,3,180,540
O03037,M012,Sweet Lassi,1,130,130
O03037,M007,Masaledar Sukhe Aloo,2,180,360
O03038,M002,All In One Paratha,3,285,855
O03038,M008,Pindi Chole,1,220,220
O03038,M004,Aloo Paratha,2,240,480
O03038,M009,Samosa Chaat,2,210,420
O03038,M007,Masaledar Sukhe Aloo,1,180,180
O03039,M004,Aloo Paratha,1,240,240
O03039,M006,Paneer Butter Masala,2,385,770
O03040,M014,Gajar Ka Halwa,2,210,420
O03040,M012,Sweet Lassi,3,130,390
O03040,M011,Patiala Lassi,2,150,300
O03040,M010,Papdi Chaat,1,200,200
O03040,M004,Aloo Paratha,3,240,720
O03041,M003,Paneer Paratha,3,260,780
O03041,M002,All In One Paratha,3,285,855
O03041,M010,Papdi Chaat,1,200,200
O03042,M009,Samosa Chaat,1,210,210
O03042,M005,Gobhi Paratha,3,250,750
O03042,M010,Papdi Chaat,1,200,200
O03042,M007,Masaledar Sukhe Aloo,1,180,180
O03043,M003,Paneer Paratha,3,260,780
O03043,M010,Papdi Chaat,3,200,600
O03043,M013,Salted Chaas,2,70,140
O03044,M009,Samosa Chaat,2,210,420
O03045,M003,Paneer Paratha,3,260,780
O03045,M012,Sweet Lassi,3,130,390
O03045,M015,Gulab Jamun,2,180,360
O03045,M007,Masaledar Sukhe Aloo,1,180,180
O03046,M002,All In One Paratha,2,285,570
O03046,M001,Amritsari Paratha,3,265,795
O03046,M008,Pindi Chole,2,220,440
O03046,M007,Masaledar Sukhe Aloo,3,180,540
O03046,M013,Salted Chaas,2,70,140
O03047,M011,Patiala Lassi,3,150,450
O03047,M012,Sweet Lassi,2,130,260
O03047,M004,Aloo Paratha,1,240,240
O03047,M014,Gajar Ka Halwa,3,210,630
O03048,M010,Papdi Chaat,1,200,200
O03049,M011,Patiala Lassi,2,150,300
O03049,M010,Papdi Chaat,2,200,400
O03049,M008,Pindi Chole,3,220,660
O03050,M015,Gulab Jamun,2,180,360
O03050,M010,Papdi Chaat,1,200,200
O03050,M004,Aloo Paratha,3,240,720
O03050,M013,Salted Chaas,2,70,140
O03050,M001,Amritsari Paratha,2,265,530
O03051,M011,Patiala Lassi,2,150,300
O03052,M005,Gobhi Paratha,2,250,500
O03052,M003,Paneer Paratha,1,260,260
O03053,M012,Sweet Lassi,1,130,130
O03054,M003,Paneer Paratha,3,260,780
O03054,M005,Gobhi Paratha,3,250,750
O03055,M008,Pindi Chole,1,220,220
O03055,M004,Aloo Paratha,3,240,720
O03055,M007,Masaledar Sukhe Aloo,3,180,540
O03055,M006,Paneer Butter Masala,2,385,770
O03056,M002,All In One Paratha,1,285,285
O03056,M010,Papdi Chaat,1,200,200
O03056,M009,Samosa Chaat,1,210,210
O03056,M007,Masaledar Sukhe Aloo,3,180,540
O03056,M012,Sweet Lassi,2,130,260
O03057,M007,Masaledar Sukhe Aloo,1,180,180
O03058,M008,Pindi Chole,2,220,440
O03058,M003,Paneer Paratha,2,260,520
O03058,M005,Gobhi Paratha,1,250,250
O03059,M009,Samosa Chaat,3,210,630
O03059,M006,Paneer Butter Masala,3,385,1155
O03059,M008,Pindi Chole,3,220,660
O03059,M003,Paneer Paratha,2,260,520
O03059,M007,Masaledar Sukhe Aloo,1,180,180
O03060,M008,Pindi Chole,1,220,220
O03061,M015,Gulab Jamun,3,180,540
O03061,M011,Patiala Lassi,3,150,450
O03061,M012,Sweet Lassi,3,130,390
O03061,M005,Gobhi Paratha,3,250,750
O03061,M004,Aloo Paratha,2,240,480
O03062,M013,Salted Chaas,3,70,210
O03062,M014,Gajar Ka Halwa,3,210,630
O03062,M015,Gulab Jamun,3,180,540
O03062,M001,Amritsari Paratha,3,265,795
O03062,M012,Sweet Lassi,2,130,260
O03063,M015,Gulab Jamun,1,180,180
O03063,M011,Patiala Lassi,3,150,450
O03063,M012,Sweet Lassi,2,130,260
O03063,M010,Papdi Chaat,3,200,600
O03064,M012,Sweet Lassi,1,130,130
O03064,M001,Amritsari Paratha,2,265,530
O03064,M006,Paneer Butter Masala,3,385,1155
O03065,M005,Gobhi Paratha,3,250,750
O03066,M012,Sweet Lassi,3,130,390
O03066,M004,Aloo Paratha,2,240,480
O03066,M006,Paneer Butter Masala,2,385,770
O03066,M015,Gulab Jamun,2,180,360
O03067,M014,Gajar Ka Halwa,2,210,420
O03067,M005,Gobhi Paratha,1,250,250
O03068,M014,Gajar Ka Halwa,2,210,420
O03068,M005,Gobhi Paratha,1,250,250
O03068,M010,Papdi Chaat,3,200,600
O03068,M013,Salted Chaas,1,70,70
O03069,M008,Pindi Chole,3,220,660
O03069,M012,Sweet Lassi,2,130,260
O03069,M010,Papdi Chaat,2,200,400
O03069,M013,Salted Chaas,1,70,70
O03070,M003,Paneer Paratha,3,260,780
O03070,M015,Gulab Jamun,2,180,360
O03071,M014,Gajar Ka Halwa,3,210,630
O03071,M007,Masaledar Sukhe Aloo,1,180,180
O03071,M012,Sweet Lassi,2,130,260
O03072,M004,Aloo Paratha,1,240,240
O03072,M001,Amritsari Paratha,1,265,265
O03073,M001,Amritsari Paratha,3,265,795
O03073,M003,Paneer Paratha,1,260,260
O03073,M008,Pindi Chole,2,220,440
O03073,M006,Paneer Butter Masala,2,385,770
O03074,M008,Pindi Chole,1,220,220
O03074,M013,Salted Chaas,3,70,210
O03074,M012,Sweet Lassi,3,130,390
O03074,M007,Masaledar Sukhe Aloo,1,180,180
O03074,M010,Papdi Chaat,2,200,400
O03075,M005,Gobhi Paratha,2,250,500
O03076,M014,Gajar Ka Halwa,2,210,420
O03076,M009,Samosa Chaat,3,210,630
O03077,M011,Patiala Lassi,1,150,150
O03077,M001,Amritsari Paratha,1,265,265
O03077,M002,All In One Paratha,1,285,285
O03077,M007,Masaledar Sukhe Aloo,2,180,360
O03077,M009,Samosa Chaat,2,210,420
O03078,M001,Amritsari Paratha,1,265,265
O03079,M010,Papdi Chaat,3,200,600
O03079,M014,Gajar Ka Halwa,1,210,210
O03079,M013,Salted Chaas,2,70,140
O03079,M015,Gulab Jamun,2,180,360
O03080,M015,Gulab Jamun,3,180,540
O03080,M006,Paneer Butter Masala,1,385,385
O03080,M010,Papdi Chaat,1,200,200
O03080,M004,Aloo Paratha,2,240,480
O03080,M013,Salted Chaas,2,70,140
O03081,M006,Paneer Butter Masala,1,385,385
O03081,M007,Masaledar Sukhe Aloo,1,180,180
O03081,M015,Gulab Jamun,1,180,180
O03082,M002,All In One Paratha,3,285,855
O03082,M005,Gobhi Paratha,3,250,750
O03083,M005,Gobhi Paratha,3,250,750
O03083,M015,Gulab Jamun,3,180,540
O03083,M013,Salted Chaas,3,70,210
O03083,M002,All In One Paratha,2,285,570
O03083,M004,Aloo Paratha,3,240,720
O03084,M015,Gulab Jamun,2,180,360
O03085,M010,Papdi Chaat,1,200,200
O03085,M015,Gulab Jamun,1,180,180
O03085,M004,Aloo Paratha,3,240,720
O03085,M013,Salted Chaas,1,70,70
O03086,M007,Masaledar Sukhe Aloo,3,180,540
O03086,M010,Papdi Chaat,1,200,200
O03086,M006,Paneer Butter Masala,2,385,770
O03087,M006,Paneer Butter Masala,3,385,1155
O03088,M010,Papdi Chaat,1,200,200
O03088,M006,Paneer Butter Masala,2,385,770
O03088,M012,Sweet Lassi,1,130,130
O03088,M002,All In One Paratha,2,285,570
O03089,M011,Patiala Lassi,1,150,150
O03090,M009,Samosa Chaat,2,210,420
O03090,M014,Gajar Ka Halwa,2,210,420
O03091,M012,Sweet Lassi,3,130,390
O03092,M002,All In One Paratha,2,285,570
O03093,M001,Amritsari Paratha,2,265,530
O03093,M011,Patiala Lassi,3,150,450
O03094,M004,Aloo Paratha,2,240,480
O03094,M014,Gajar Ka Halwa,2,210,420
O03094,M009,Samosa Chaat,1,210,210
O03094,M003,Paneer Paratha,3,260,780
O03094,M002,All In One Paratha,2,285,570
O03095,M010,Papdi Chaat,2,200,400
O03095,M015,Gulab Jamun,1,180,180
O03095,M013,Salted Chaas,3,70,210
O03095,M014,Gajar Ka Halwa,3,210,630
O03095,M012,Sweet Lassi,1,130,130
O03096,M013,Salted Chaas,3,70,210
O03097,M009,Samosa Chaat,1,210,210
O03097,M005,Gobhi Paratha,2,250,500
O03098,M002,All In One Paratha,2,285,570
O03098,M009,Samosa Chaat,1,210,210
O03099,M007,Masaledar Sukhe Aloo,3,180,540
O03099,M014,Gajar Ka Halwa,1,210,210
O03099,M001,Amritsari Paratha,3,265,795
O03100,M010,Papdi Chaat,1,200,200
O03101,M011,Patiala Lassi,1,150,150
O03101,M007,Masaledar Sukhe Aloo,2,180,360
O03102,M006,Paneer Butter Masala,2,385,770
O03102,M012,Sweet Lassi,2,130,260
O03102,M009,Samosa Chaat,3,210,630
O03102,M010,Papdi Chaat,3,200,600
O03102,M007,Masaledar Sukhe Aloo,1,180,180
O03103,M005,Gobhi Paratha,3,250,750
O03103,M015,Gulab Jamun,2,180,360
O03103,M001,Amritsari Paratha,2,265,530
O03103,M010,Papdi Chaat,2,200,400
O03103,M004,Aloo Paratha,2,240,480
O03104,M010,Papdi Chaat,1,200,200
O03105,M011,Patiala Lassi,2,150,300
O03105,M014,Gajar Ka Halwa,2,210,420
O03105,M001,Amritsari Paratha,3,265,795
O03105,M015,Gulab Jamun,2,180,360
O03106,M009,Samosa Chaat,2,210,420
O03106,M008,Pindi Chole,2,220,440
O03106,M001,Amritsari Paratha,2,265,530
O03107,M004,Aloo Paratha,3,240,720
O03107,M001,Amritsari Paratha,1,265,265
O03108,M007,Masaledar Sukhe Aloo,3,180,540
O03108,M001,Amritsari Paratha,2,265,530
O03108,M010,Papdi Chaat,2,200,400
O03109,M014,Gajar Ka Halwa,1,210,210
O03109,M002,All In One Paratha,1,285,285
O03109,M006,Paneer Butter Masala,3,385,1155
O03109,M001,Amritsari Paratha,3,265,795
O03110,M015,Gulab Jamun,1,180,180
O03110,M006,Paneer Butter Masala,2,385,770
O03111,M011,Patiala Lassi,1,150,150
O03111,M006,Paneer Butter Masala,2,385,770
O03111,M007,Masaledar Sukhe Aloo,1,180,180
O03111,M013,Salted Chaas,2,70,140
O03112,M001,Amritsari Paratha,2,265,530
O03112,M014,Gajar Ka Halwa,3,210,630
O03112,M009,Samosa Chaat,2,210,420
O03112,M006,Paneer Butter Masala,2,385,770
O03112,M011,Patiala Lassi,2,150,300
O03113,M009,Samosa Chaat,3,210,630
O03113,M010,Papdi Chaat,3,200,600
O03113,M004,Aloo Paratha,1,240,240
O03113,M008,Pindi Chole,3,220,660
O03114,M015,Gulab Jamun,3,180,540
O03115,M008,Pindi Chole,2,220,440
O03115,M005,Gobhi Paratha,1,250,250
O03115,M004,Aloo Paratha,3,240,720
O03116,M001,Amritsari Paratha,1,265,265
O03116,M012,Sweet Lassi,3,130,390
O03116,M004,Aloo Paratha,3,240,720
O03116,M006,Paneer Butter Masala,3,385,1155
O03116,M003,Paneer Paratha,2,260,520
O03117,M010,Papdi Chaat,1,200,200
O03118,M003,Paneer Paratha,2,260,520
O03119,M015,Gulab Jamun,1,180,180
O03119,M013,Salted Chaas,2,70,140
O03119,M005,Gobhi Paratha,1,250,250
O03119,M008,Pindi Chole,2,220,440
O03120,M003,Paneer Paratha,1,260,260
O03120,M002,All In One Paratha,1,285,285
O03121,M001,Amritsari Paratha,3,265,795
O03121,M003,Paneer Paratha,1,260,260
O03121,M007,Masaledar Sukhe Aloo,1,180,180
O03121,M011,Patiala Lassi,2,150,300
O03121,M013,Salted Chaas,2,70,140
O03122,M011,Patiala Lassi,1,150,150
O03122,M009,Samosa Chaat,1,210,210
O03123,M001,Amritsari Paratha,3,265,795
O03123,M010,Papdi Chaat,1,200,200
O03124,M005,Gobhi Paratha,2,250,500
O03125,M004,Aloo Paratha,3,240,720
O03125,M008,Pindi Chole,1,220,220
O03126,M005,Gobhi Paratha,1,250,250
O03126,M007,Masaledar Sukhe Aloo,1,180,180
O03127,M009,Samosa Chaat,2,210,420
O03127,M008,Pindi Chole,3,220,660
O03128,M013,Salted Chaas,2,70,140
O03128,M006,Paneer Butter Masala,2,385,770
O03129,M015,Gulab Jamun,3,180,540
O03129,M009,Samosa Chaat,1,210,210
O03129,M007,Masaledar Sukhe Aloo,3,180,540
O03129,M013,Salted Chaas,3,70,210
O03130,M015,Gulab Jamun,1,180,180
O03130,M009,Samosa Chaat,1,210,210
O03130,M001,Amritsari Paratha,3,265,795
O03131,M015,Gulab Jamun,3,180,540
O03131,M009,Samosa Chaat,2,210,420
O03131,M010,Papdi Chaat,3,200,600
O03132,M009,Samosa Chaat,2,210,420
O03132,M002,All In One Paratha,2,285,570
O03133,M014,Gajar Ka Halwa,2,210,420
O03133,M001,Amritsari Paratha,2,265,530
O03133,M002,All In One Paratha,1,285,285
O03134,M012,Sweet Lassi,3,130,390
O03134,M015,Gulab Jamun,1,180,180
O03134,M013,Salted Chaas,3,70,210
O03134,M006,Paneer Butter Masala,3,385,1155
O03134,M008,Pindi Chole,1,220,220
O03135,M008,Pindi Chole,3,220,660
O03135,M010,Papdi Chaat,3,200,600
O03135,M012,Sweet Lassi,1,130,130
O03135,M005,Gobhi Paratha,2,250,500
O03136,M009,Samosa Chaat,3,210,630
O03136,M014,Gajar Ka Halwa,3,210,630
O03136,M013,Salted Chaas,1,70,70
O03136,M002,All In One Paratha,2,285,570
O03136,M006,Paneer Butter Masala,2,385,770
O03137,M007,Masaledar Sukhe Aloo,3,180,540
O03137,M002,All In One Paratha,2,285,570
O03137,M010,Papdi Chaat,2,200,400
O03137,M011,Patiala Lassi,1,150,150
O03138,M002,All In One Paratha,2,285,570
O03138,M001,Amritsari Paratha,2,265,530
O03138,M014,Gajar Ka Halwa,1,210,210
O03138,M007,Masaledar Sukhe Aloo,2,180,360
O03139,M007,Masaledar Sukhe Aloo,2,180,360
O03139,M009,Samosa Chaat,2,210,420
O03139,M014,Gajar Ka Halwa,3,210,630
O03139,M006,Paneer Butter Masala,2,385,770
O03140,M013,Salted Chaas,3,70,210
O03140,M014,Gajar Ka Halwa,3,210,630
O03141,M004,Aloo Paratha,2,240,480
O03141,M008,Pindi Chole,2,220,440
O03141,M013,Salted Chaas,2,70,140
O03141,M014,Gajar Ka Halwa,3,210,630
O03142,M015,Gulab Jamun,1,180,180
O03142,M006,Paneer Butter Masala,3,385,1155
O03142,M010,Papdi Chaat,1,200,200
O03142,M013,Salted Chaas,2,70,140
O03142,M001,Amritsari Paratha,2,265,530
O03143,M004,Aloo Paratha,3,240,720
O03143,M013,Salted Chaas,1,70,70
O03144,M003,Paneer Paratha,2,260,520
O03144,M015,Gulab Jamun,3,180,540
O03144,M007,Masaledar Sukhe Aloo,2,180,360
O03144,M013,Salted Chaas,3,70,210
O03145,M009,Samosa Chaat,3,210,630
O03146,M002,All In One Paratha,3,285,855
O03146,M005,Gobhi Paratha,3,250,750
